TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20250105,108,2.5,2150,5,3.5,613,2,5.4,943,1.2,2.5,2353,-0.7,109,-1.2,-0.7,-6.8,85.0,56.0,1,5.7,0.4,0.3,-9.0,1008.4,1019.2,1024.2,1,1016.3,2352,9.4,0.0,9.7,-9.0,1.03,0.33,1400,6.7,5.3,9.0,-9.0,-9,-9.0,-9,-9.0,-9,6.4,1240,6.4,1240,3.2,6.6,9.6,16.3,17.9
20250117,108,1.8,1577,29,3.3,1451,29,5.5,1407,-0.5,5.6,1615,-4.9,750,-7.3,-1.1,-12.7,62.4,33.0,1635,3.6,2.2,1.5,-9.0,1015.7,1026.7,1028.0,916,1025.3,1,0.0,9.0,9.9,-9.0,11.84,2.0,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.2,5.4,8.3,15.2,17.4
20250106,108,2.8,2437,27,5.3,1415,34,10.9,155,1.0,3.4,1323,-3.0,2336,-3.0,-0.3,-6.0,75.6,56.0,2133,5.1,1.5,1.0,-9.0,1005.7,1016.5,1019.9,2224,1014.0,436,6.3,2.3,9.7,-9.0,6.09,1.59,1200,3.0,0.0,3.03,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,3.9,1,3.2,6.5,9.5,16.2,17.9
20250114,108,2.3,1952,29,4.7,2102,29,7.5,2100,2.3,5.2,1305,-1.7,2355,-2.8,0.5,-6.2,72.0,41.0,2206,5.2,1.7,1.2,-9.0,1013.1,1023.9,1027.2,2359,1022.4,412,5.0,2.3,9.8,-9.0,6.69,1.28,1400,0.1,-9.0,1.58,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,0.1,1,2.3,5.7,8.6,15.5,17.5
20250112,108,1.8,1533,32,3.4,1529,29,5.4,1419,-3.4,2.5,1411,-8.2,748,-10.3,-4.0,-14.6,59.9,36.0,1323,2.8,1.6,1.1,-9.0,1013.6,1024.6,1026.5,1,1022.2,1428,0.8,7.7,9.8,-9.0,9.9,1.88,1200,-9.0,0.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.4,5.9,8.9,15.6,17.6
20250123,108,1.6,1366,32,3.3,1634,34,5.4,1422,2.0,7.7,1526,-2.4,710,-7.2,0.8,-9.4,54.3,24.0,1533,3.6,2.8,1.9,-9.0,1014.0,1024.9,1026.2,853,1023.2,1525,0.0,9.3,10.1,-9.0,13.06,2.14,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.1,5.0,7.8,14.7,17.1
20250102,108,2.1,1816,32,4.9,2254,29,9.6,2247,0.5,6.0,1507,-2.9,804,-9.9,-0.7,-11.1,48.8,24.0,1404,3.0,2.6,1.9,-9.0,1013.8,1024.7,1026.1,2342,1023.1,1,0.8,9.0,9.6,-9.0,11.03,1.97,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,3.4,6.8,9.9,16.6,18.0
20250103,108,2.2,1929,32,4.6,2331,32,8.6,2338,-1.1,3.2,1551,-5.1,522,-10.1,-2.3,-13.0,52.0,27.0,1208,2.9,1.9,1.3,-9.0,1014.9,1025.9,1027.5,1010,1024.4,1648,3.1,7.7,9.7,-9.0,9.9,1.75,1200,0.0,0.0,0.5,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,3.3,6.7,9.8,16.5,18.0
20250126,108,2.8,2431,5,5.0,643,5,7.8,640,4.6,7.5,1330,1.8,619,-4.9,0.5,-3.2,50.5,38.0,1335,4.3,2.0,1.4,-9.0,1014.0,1024.7,1030.3,240,1018.5,2346,8.0,1.9,10.2,-9.0,6.98,1.5,1100,-9.0,4.2,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.1,4.9,7.6,14.4,17.0
20250104,108,1.7,1438,32,3.5,2,25,5.9,24,-0.1,5.7,1503,-5.4,752,-9.9,-1.5,-12.2,49.6,26.0,1448,2.9,2.3,1.6,-9.0,1015.3,1026.2,1027.7,915,1024.1,2356,1.4,7.9,9.7,-9.0,11.03,1.97,1200,-9.0,4.4,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,3.2,6.7,9.7,16.4,18.0
20250122,108,1.9,1662,23,3.6,1349,27,6.1,1419,3.6,7.7,1529,0.5,2353,-1.6,1.2,-7.6,70.3,39.0,1410,5.5,1.9,1.3,-9.0,1013.0,1023.8,1025.0,2353,1022.7,406,3.4,5.5,10.0,-9.0,9.42,1.94,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.1,5.1,7.9,14.8,17.2
20250127,108,3.5,3024,23,6.8,1114,18,13.1,1421,0.2,5.1,1,-2.7,2357,-3.3,-0.2,-2.2,77.9,54.0,1409,4.9,1.2,0.8,-9.0,1003.7,1014.5,1018.5,1,1012.7,1449,9.3,1.2,10.2,-9.0,4.89,1.43,1300,5.6,1.5,22.35,-9.0,-9,-9.0,-9,-9.0,-9,2.6,2345,2.6,2345,2.1,4.9,7.5,14.3,16.9
20250119,108,1.8,1574,20,3.2,1428,18,4.9,1457,3.8,9.0,1418,-1.2,148,-2.3,0.5,-8.7,65.0,47.0,1313,5.3,1.5,1.1,-9.0,1006.3,1016.9,1020.9,1,1014.4,1521,7.4,3.7,10.0,-9.0,7.93,1.86,1200,-9.0,0.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.2,5.3,8.1,15.0,17.3
20250131,108,2.1,1808,5,4.0,1109,5,5.9,1105,-0.8,0.7,2317,-2.6,647,-4.0,-0.8,-4.6,80.1,40.0,48,4.7,0.5,0.3,-9.0,1015.4,1026.4,1028.3,1047,1024.8,1527,9.4,0.0,10.3,-9.0,1.83,0.32,1100,2.4,2.3,17.92,-9.0,-9,-9.0,-9,-9.0,-9,2.9,1955,2.9,1955,2.1,4.8,7.3,14.0,16.7
20250121,108,1.6,1345,23,3.0,1434,27,4.7,1407,2.4,6.3,1400,-1.0,809,-0.8,0.3,-7.8,79.8,65.0,1450,5.8,1.4,1.0,-9.0,1011.1,1021.9,1023.3,2216,1019.3,1,2.3,6.4,10.0,-9.0,8.9,1.7,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.1,5.1,8.0,14.8,17.2
20250108,108,2.7,2321,25,6.0,1553,27,10.7,1620,-3.4,0.2,1452,-6.1,2344,-11.2,-2.4,-11.9,55.1,41.0,1649,2.6,1.9,1.3,-9.0,1009.3,1020.3,1023.0,2336,1018.3,1456,3.6,4.9,9.7,-9.0,8.02,1.58,1100,0.0,0.0,1.25,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,0.2,1,3.0,6.3,9.3,16.0,17.8
20250111,108,1.7,1474,20,3.6,1455,18,6.9,1455,-5.1,0.4,1502,-9.5,752,-12.5,-4.1,-15.0,57.4,35.0,1505,2.3,1.7,1.2,-9.0,1017.7,1028.8,1031.6,1,1026.4,2400,0.0,9.1,9.8,-9.0,11.74,1.99,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.6,6.0,9.0,15.7,17.7
20250115,108,2.9,2501,32,5.3,956,25,9.5,1505,-3.5,-0.5,1517,-5.3,802,-15.3,-2.5,-10.1,40.8,23.0,1354,1.9,2.4,1.7,-9.0,1017.5,1028.5,1030.1,1048,1027.1,2,1.0,9.2,9.9,-9.0,12.74,2.14,1200,-9.0,0.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.3,5.6,8.6,15.4,17.5
20250129,108,3.1,2709,25,5.6,1409,27,10.3,1408,-4.6,-1.3,1351,-6.4,823,-10.1,-1.1,-8.0,66.1,43.0,1609,2.9,1.7,1.2,-9.0,1013.5,1024.5,1026.8,2304,1020.8,2,4.3,6.7,10.3,-9.0,12.35,2.51,1300,0.2,0.0,11.75,-9.0,-9,-9.0,-9,-9.0,-9,1.0,445,2.9,445,2.1,4.8,7.4,14.2,16.8
20250120,108,1.7,1508,20,3.0,1017,18,4.8,1337,3.9,7.5,1447,0.9,2346,-0.6,1.0,-7.0,73.1,52.0,1543,5.8,1.5,1.0,-9.0,1005.6,1016.2,1019.3,2340,1014.3,434,4.8,3.8,10.0,-9.0,7.55,1.64,1300,0.0,-9.0,0.17,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.2,5.2,8.1,14.9,17.3
20250107,108,2.7,2329,29,6.2,1541,27,10.1,1537,-2.6,1.5,1437,-5.7,800,-10.9,-1.7,-11.7,53.5,37.0,1152,2.7,1.8,1.2,-9.0,1007.5,1018.5,1019.7,1,1015.8,1432,2.0,7.0,9.7,-9.0,10.13,1.98,1200,0.1,0.1,1.0,-9.0,-9,-9.0,-9,-9.0,-9,0.4,1840,0.4,1840,3.1,6.4,9.4,16.1,17.9
